NAME,B01001_001E,B01001_002E,B01001_026E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B11001_001E,B11001_002E,B15003_001E,B15003_017E,B15003_021E,B15003_023E,B19013_001E,B19001_002E,B19001_017E,B19301_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B12001_001E,B12001_003E,B12001_009E,B12001_011E,B16001_001E,B16001_002E,B16001_003E,B25077_001E,B25064_001E,B25003_002E,B25003_003E,B25035_001E,B25071_001E,B27001_001E,B27001_005E,B27001_008E,B08006_001E,B08006_002E,B08013_001E,B28002_001E,B28002_002E,B28002_004E,B19052_001E,B19083_001E,state,county
Area name,Total population,Male population,Female population,Median age,White alone,Black or African American alone,Asian alone,Total households,Family households,Population 25 years and over,High school graduate,Bachelor’s degree,Graduate or professional degree,Median household income,"Households earning less than $10,000","Households earning $200,000 or more",Per capita income,Unemployed individuals,Labor force,Population below poverty level,Total population for poverty status,Individuals with a hearing difficulty,Individuals with a vision difficulty,Individuals with a cognitive difficulty,Individuals with an ambulatory difficulty,Population 15 years and over,Now married,Divorced,Widowed,Population 5 years and over,English only,Spanish-speaking population,Median home value,Median gross rent,Owner-occupied housing units,Renter-occupied housing units,Median year housing unit was built,Monthly housing costs as a percentage of household income,Total health insurance coverage status,Male with public health insurance,Female with private health insurance,Total workers 16 years and over,"Car, truck, or van - drove alone",Travel time to work (minutes),Total households,Households with internet access,Households with broadband internet,Household income from Social Security,Gini index of income inequality,,
"Pratt County, Kansas",9452,4724,4728,38.5,8917,239,10,3652,2403,6102,1250,702,413,52327,175,141,27442,162,4655,1047,8980,30,88,42,135,7403,1054,145,3762,,,,91900,692,2474,1178,1954,25.0,9220,7,18,4498,4040,54970,3652,2890,2876,3652,0.4275,20,151
"Rawlins County, Kansas",2502,1277,1225,48.8,2312,16,3,1176,751,1846,523,259,91,53207,61,16,28590,21,1276,268,2442,6,34,29,79,2070,211,12,1031,,,,101600,583,871,305,1947,25.2,2465,7,4,1229,985,15175,1176,977,970,1176,0.4191,20,153
"Anderson County, Kansas",7835,3891,3944,40.8,7577,39,1,3101,2165,5225,1791,347,270,50213,168,95,24309,120,3488,1151,7670,0,19,50,142,6183,787,41,3155,,,,95700,647,2306,795,1960,18.4,7708,24,34,3293,2871,80495,3101,2209,2171,3101,0.4384,20,003
"Ellsworth County, Kansas",6231,3536,2695,42.1,5647,199,80,2388,1523,4521,1268,429,207,54902,121,30,26443,97,2783,493,5309,0,34,12,198,5293,932,123,2257,,,,99400,639,1835,553,1958,23.1,5340,0,30,2677,2392,48835,2388,1835,1827,2388,0.3936,20,053
"Geary County, Kansas",34025,18172,15853,26.4,23076,6376,1006,12684,9085,18276,3524,2682,1158,53133,788,97,23897,568,12569,4292,32911,4,219,396,633,24635,3231,207,11378,,,,148800,1057,4809,7875,1990,27.1,28576,60,162,17012,16213,282305,12684,10627,10563,12684,0.3699,20,061
"Ford County, Kansas",34179,17756,16423,32.2,30528,685,469,11344,8183,20338,4430,2113,959,51711,373,293,23293,1024,17641,4858,33503,0,223,180,708,25437,4429,303,12139,,,,112500,778,6978,4366,1971,24.4,33657,57,365,16564,15958,212615,11344,8947,8877,11344,0.4126,20,057
"Russell County, Kansas",6948,3451,3497,49.1,6567,160,0,3015,1879,5041,1246,486,355,44792,118,63,26090,220,3355,761,6833,0,6,25,241,5725,799,29,2907,,,,93400,636,2352,663,1952,29.2,6833,0,31,3038,2861,49690,3015,2232,2198,3015,0.4309,20,167
"Marshall County, Kansas",9749,4887,4862,42.8,9430,30,38,4085,2573,6779,2568,692,334,51895,194,126,28469,163,5017,854,9550,0,51,106,359,7807,982,184,3909,,,,98900,596,3215,870,1955,22.5,9575,8,55,4818,4155,72675,4085,3236,3218,4085,0.4138,20,117
"Allen County, Kansas",12556,6217,6339,41.9,11683,125,94,5372,3262,8560,2314,865,588,45333,455,105,23734,280,6153,2138,12094,0,103,138,472,10220,1511,195,5243,,,,79300,675,3801,1571,1967,28.6,12353,0,75,5823,5428,101265,5372,4040,4023,5372,0.4205,20,001
"Cheyenne County, Kansas",2665,1326,1339,45.6,2554,0,0,1221,676,1910,519,188,84,47639,86,32,29041,24,1293,247,2616,0,0,21,89,2206,238,38,1143,,,,78700,591,977,244,1949,21.4,2630,3,33,1257,1022,14010,1221,960,958,1221,0.4345,20,023
"Cowley County, Kansas",35351,17848,17503,38.8,31109,1159,569,13499,8889,23347,5610,2997,1375,50102,857,267,24726,773,16261,4675,33085,0,329,392,1068,28356,4102,531,14165,,,,89000,694,9102,4397,1961,25.6,34140,99,170,15148,14105,283310,13499,10321,10211,13499,0.4184,20,035
"Elk County, Kansas",2523,1233,1290,52.3,2367,10,12,1128,704,1884,655,144,138,38750,108,27,23875,58,1025,449,2501,0,16,26,131,2078,199,55,1069,,,,54700,495,897,231,1954,27.8,2501,7,23,951,862,27115,1128,791,784,1128,0.4583,20,049
"Franklin County, Kansas",25558,12546,13012,40.0,23867,237,98,10118,6790,17113,5530,1644,1016,56582,615,290,26998,494,13226,2441,24809,0,141,198,674,20478,2692,312,10475,,,,128000,793,7317,2801,1974,25.0,25359,41,175,12581,11737,289210,10118,7156,7115,10118,0.4034,20,059
"Hodgeman County, Kansas",1876,956,920,47.6,1794,1,36,767,545,1310,218,138,101,61211,26,14,30044,36,1025,204,1829,0,7,17,86,1556,179,8,774,,,,84800,626,625,142,1961,22.8,1844,4,7,985,870,13665,767,622,617,767,0.3850,20,083
"Jewell County, Kansas",2885,1473,1412,52.8,2781,10,5,1380,846,2200,777,202,86,40676,112,49,27731,27,1247,501,2829,0,20,2,70,2424,254,57,1198,,,,56100,508,1122,258,1946,36.5,2854,0,15,1172,1036,17620,1380,996,991,1380,0.4936,20,089
"Rice County, Kansas",9658,4853,4805,38.9,8786,189,79,3917,2578,6234,1622,621,337,53012,191,74,26737,209,4924,1271,8934,3,57,142,330,7821,1283,133,3840,,,,74700,581,2918,999,1951,20.5,9445,26,17,4629,4206,79640,3917,3050,3029,3917,0.4242,20,159
"Stafford County, Kansas",4181,2126,2055,44.1,3962,12,4,1771,1193,2886,676,362,175,49375,88,50,28060,90,2107,507,4051,0,9,19,126,3389,372,114,1681,,,,65900,617,1438,333,1950,19.7,4064,0,29,1995,1753,37175,1771,1307,1287,1771,0.4456,20,185
"Osage County, Kansas",15881,7953,7928,43.8,15238,94,30,6607,4446,10992,3620,951,644,54090,422,128,27951,390,7796,2226,15596,33,136,58,759,12873,1517,185,6484,,,,115700,716,4935,1672,1973,28.6,15655,60,83,7218,6660,208120,6607,5181,5124,6607,0.4246,20,139
"Coffey County, Kansas",8254,4204,4050,43.8,7893,66,8,3585,2481,5833,1559,528,350,59583,112,140,33371,178,4304,1008,8132,7,52,51,229,6830,796,137,3365,,,,119100,658,2720,865,1973,22.2,8154,8,23,3934,3655,83470,3585,2980,2957,3585,0.4229,20,031
"Crawford County, Kansas",38968,19495,19473,32.5,35547,884,724,15284,9145,23261,5915,1928,2003,41004,1565,329,23091,999,19487,7513,36940,26,176,556,1279,31817,6762,418,16013,,,,93900,717,9076,6208,1971,32.9,38330,56,226,18343,17123,302090,15284,11833,11776,15284,0.4629,20,037
"Greenwood County, Kansas",6081,3065,3016,48.6,5782,13,11,2769,1746,4415,1371,315,194,41982,183,47,27500,69,2944,799,5995,0,21,33,275,5009,604,94,2497,,,,66700,578,2043,726,1956,24.4,5984,0,29,2863,2591,63505,2769,1860,1841,2769,0.4585,20,073
"Carroll County, Maryland",167699,82963,84736,42.4,153534,5924,3176,60758,45207,116607,31104,9255,12827,96769,1807,7522,42083,3032,90664,8546,163920,0,994,1217,3413,138245,19621,2161,70408,,,,339600,1132,49823,10935,1982,29.0,165607,49,247,86353,78789,2936210,60758,53057,52667,60758,0.4003,24,013
"Queen Anne's County, Maryland",49632,24634,24998,44.4,44328,3302,504,18577,13528,35106,9004,3053,3726,97034,537,2346,44754,691,26249,2822,49080,0,379,358,801,40849,5515,561,20731,,,,353100,1503,15046,3531,1987,28.9,49140,57,48,25089,22142,867480,18577,16168,16110,18577,0.4181,24,035
"St. Mary's County, Maryland",112290,56147,56143,36.7,87625,16431,2865,40552,28509,74327,19544,6558,7830,89845,1339,4327,40354,1864,57084,8818,109119,0,650,1135,2391,89645,15168,1212,44926,,,,301300,1398,28811,11741,1990,27.1,109466,234,596,56117,51305,1703805,40552,34058,33878,40552,0.4029,24,037
"Charles County, Maryland",159428,76779,82649,38.4,70090,73300,5115,56520,41240,106804,30922,9102,10430,100003,1869,7039,41717,2897,83685,9953,157119,54,618,802,2750,128136,21885,1363,67266,,,,313300,1682,43436,13084,1990,29.9,156092,333,501,81351,72273,3523575,56520,49573,49444,56520,0.3848,24,017
"Dorchester County, Maryland",32138,15177,16961,44.6,21065,8549,354,13183,8541,23058,7571,1406,1292,52917,981,580,30293,1295,16155,5007,31676,0,226,267,1044,26500,4102,390,14137,,,,183300,879,8969,4214,1975,32.0,31732,60,128,14461,13171,383470,13183,10249,10166,13183,0.4710,24,019
"Washington County, Maryland",150109,76330,73779,40.5,123236,15984,2755,56035,37505,105079,32881,8330,7432,60860,3013,2654,30464,3961,72472,17302,141275,20,1342,1393,4490,123090,22940,1737,60540,,,,210300,921,36952,19083,1974,27.9,141797,346,587,67470,60757,1922550,56035,44044,43814,56035,0.4445,24,043
"Wicomico County, Maryland",102539,48681,53858,36.1,68178,26594,3215,37793,24192,64556,18394,4902,5150,56956,2122,1521,28080,4050,53009,15164,98545,0,694,832,2363,83923,16186,1014,44708,,,,175700,1060,21791,16002,1981,32.6,101218,137,260,48291,44249,1017250,37793,30585,30407,37793,0.4383,24,045
"Cecil County, Maryland",102552,51022,51530,40.8,90069,6974,1446,37058,25966,70955,22483,5086,5068,76887,1478,2505,34810,2777,53834,9915,101242,10,533,997,2967,83526,13245,1386,42403,,,,242700,1126,27065,9993,1986,30.7,101525,51,211,50376,46422,1447435,37058,31435,31305,37058,0.4137,24,015
"Caroline County, Maryland",33049,16170,16879,39.7,26405,4666,229,12024,8566,22557,8248,1838,1497,58638,577,531,29624,830,16901,4520,32561,0,152,334,1097,26554,4449,501,13683,,,,202500,895,8759,3265,1980,30.5,32682,54,43,15729,14499,502645,12024,9664,9635,12024,0.4462,24,011
"Suffolk County, Massachusetts",796605,384878,411727,32.8,439961,178557,70597,309844,153961,553283,106236,26163,74042,69669,29168,37213,42765,30116,471125,136934,752973,175,4082,6577,16444,684450,183338,5679,356415,,,,496500,1590,111811,198033,1941,30.5,790089,210,699,433158,203108,13132110,309844,263570,262954,309844,0.5327,25,025
"Dukes County, Massachusetts",17312,8535,8777,47.1,15247,813,59,6765,3993,12824,2867,835,1496,71811,299,792,45990,311,9041,1299,17168,0,44,147,127,14700,2620,198,7471,,,,699500,1459,4893,1872,1982,35.5,17213,0,31,8372,6596,92490,6765,5353,5347,6765,0.4990,25,007
"Middlesex County, Massachusetts",1600842,783073,817769,38.5,1227271,85583,190905,604384,390925,1123325,192278,64774,218821,102603,24098,117831,52228,34810,923590,114942,1545860,350,7060,9777,23213,1337654,249529,13768,688679,,,,500700,1636,376888,227496,1959,28.0,1586008,489,2078,874163,646501,25809255,604384,543290,541887,604384,0.4638,25,017
"Bristol County, Massachusetts",561037,271591,289446,41.0,471827,23969,12741,217912,143693,392815,101021,35905,31075,69095,11701,16196,35747,16105,300775,61875,546036,77,3811,4632,14238,465643,83590,6501,242610,,,,299800,901,136508,81404,1961,28.3,555111,223,560,279379,252243,7775180,217912,179474,178899,217912,0.4579,25,005
"Hampden County, Massachusetts",467871,225964,241907,39.0,381040,41471,11197,179423,114187,317450,82924,29840,26261,55429,13239,9344,30346,13502,231192,74362,453636,191,4766,5600,12351,384858,78860,5160,201492,,,,207800,906,109668,69755,1957,32.2,462644,282,597,214519,192655,4718470,179423,142302,141605,179423,0.4731,25,013
"Essex County, Massachusetts",783676,377772,405904,40.9,626140,33424,26899,294202,196435,542962,121604,44281,65487,79263,14584,38658,42347,20851,429571,79463,767172,150,4575,5827,14953,646136,113056,7461,338879,,,,409900,1241,188804,105398,1957,32.3,776718,393,955,400638,333952,11535565,294202,253190,252501,294202,0.4816,25,009
"Franklin County, Massachusetts",70577,34374,36203,46.7,65480,1066,908,30569,17729,53146,12986,5450,6476,60950,1257,1429,35908,1909,38637,6730,69375,13,305,733,2135,60507,10097,1008,31286,,,,232100,976,20979,9590,1959,31.1,69805,9,51,35848,30634,823455,30569,25266,25043,30569,0.4541,25,011
"Worcester County, Massachusetts",824772,406642,418130,40.2,690146,41366,40508,309951,202645,568517,138116,51607,61736,74679,15413,29852,37574,22208,444046,80612,796589,244,4872,6982,18135,681693,124881,8742,348444,,,,280600,1060,201806,108145,1963,29.2,813041,272,866,413877,363010,11602180,309951,266576,265451,309951,0.4551,25,027
"Hampshire County, Massachusetts",161032,75294,85738,36.5,141084,4186,8483,58838,34710,100133,20085,9091,16505,70876,3064,4542,34838,4854,88986,16800,138168,32,785,1476,2671,141973,30254,1680,76486,,,,283100,1119,39341,19497,1967,31.8,159678,44,246,81876,64729,1794070,58838,51943,51689,58838,0.4532,25,015
"Chippewa County, Michigan",37629,20498,17131,40.5,26615,2265,372,13999,8547,26027,6662,2079,1267,46486,1048,278,25086,1520,17043,6257,34009,0,275,506,1284,31967,7058,573,14376,,,,119100,674,9442,4557,1976,27.5,34630,19,66,15271,13599,263220,13999,11155,11085,13999,0.4752,26,033
"Monroe County, Michigan",149727,73880,75847,42.6,141090,3568,864,59929,40964,105199,32064,12170,6023,62203,3228,2108,31481,3532,73808,16493,148255,57,906,1165,4241,123597,18386,1875,63010,,,,161700,834,47778,12151,1973,30.7,148820,88,314,68933,64721,1683410,59929,49192,48806,59929,0.4203,26,115
"Oakland County, Michigan",1253185,612894,640291,40.9,940365,170488,93551,504585,323558,884264,145802,70294,133621,79698,21690,58676,44629,29578,676260,101559,1242271,193,5408,8103,26269,1036898,171456,12383,534540,,,,242700,1080,358384,146201,1974,26.8,1246756,848,2850,634862,587539,16232375,504585,451184,450011,504585,0.4687,26,125
"Hillsdale County, Michigan",45757,22841,22916,42.3,44217,332,180,18107,12036,31260,10789,2662,1522,49622,1165,368,25621,874,20295,7137,44008,14,250,339,1580,37549,5587,490,18902,,,,120100,703,13847,4260,1970,26.9,45328,118,257,18989,16823,452995,18107,13513,13365,18107,0.4339,26,059
"Muskegon County, Michigan",173297,86161,87136,39.3,140103,23499,955,65939,43962,118362,32195,13992,5620,50854,4578,1714,25435,5300,81158,25719,166377,8,1229,1436,5126,140060,24706,2097,70841,,,,117900,760,49270,16669,1967,30.8,168479,99,510,74646,70941,1579610,65939,52418,52039,65939,0.4391,26,121
"Leelanau County, Michigan",21652,10727,10925,54.1,20123,105,137,9139,6267,16727,3230,1565,2271,65249,304,630,39073,467,10317,1310,21437,0,63,177,468,18800,2260,313,9549,,,,268400,959,8071,1068,1984,31.0,21495,1,39,9713,8293,202640,9139,7786,7742,9139,0.4569,26,089
"Lapeer County, Michigan",88038,44834,43204,44.1,84158,1108,500,33700,24286,62492,19361,6822,3028,62641,1701,1164,30344,2381,42414,8691,86208,57,456,582,2355,73403,11201,892,36104,,,,168800,788,28290,5410,1978,30.8,86468,180,351,39256,36855,1319835,33700,27613,27402,33700,0.4190,26,087
"Sanilac County, Michigan",41295,20509,20786,45.2,39896,222,113,17499,11518,29346,10919,2752,1178,47672,1176,333,25871,1137,18979,6150,40675,6,349,438,1809,34083,4723,627,17254,,,,111200,678,13775,3724,1971,27.6,40956,167,327,17461,15596,463655,17499,12508,12356,17499,0.4310,26,151
"Keweenaw County, Michigan",2111,1089,1022,57.5,2048,19,4,1081,750,1703,547,211,166,50292,57,31,34608,70,892,223,2102,0,13,3,63,1864,174,52,895,,,,121100,525,951,130,1962,19.1,2106,0,5,802,707,16535,1081,783,780,1081,0.4572,26,083
"Ontonagon County, Michigan",5877,3012,2865,58.6,5640,29,25,2793,1619,4855,1980,487,187,41546,197,17,25022,151,2184,793,5804,15,22,29,265,5326,710,173,2604,,,,70000,523,2464,329,1960,27.4,5821,11,28,2019,1757,46540,2793,1985,1957,2793,0.3986,26,131
"Ottawa County, Michigan",286558,141600,144958,35.2,256755,4425,7747,102610,73323,178343,43786,16808,15184,69314,3510,5452,31872,5433,154383,23569,276554,91,1711,2918,4661,229408,36723,2371,117097,,,,191800,898,79724,22886,1984,27.5,285197,262,768,145652,133897,2879700,102610,89006,88625,102610,0.4163,26,139
"Alcona County, Michigan",10353,5235,5118,58.2,10028,41,20,4988,3069,8514,2873,725,345,40484,409,45,25636,276,3625,1738,10211,0,40,96,412,9275,1019,251,4582,,,,112000,627,4430,558,1973,32.0,10261,0,4,3272,2956,79540,4988,3618,3569,4988,0.4286,26,001
"Ionia County, Michigan",64300,34266,30034,38.7,58958,2976,269,22964,15986,43681,14014,4439,1751,57043,1033,355,24864,1359,30337,7129,60391,3,377,406,1384,52096,10137,731,24028,,,,131800,768,17592,5372,1973,25.0,60621,101,179,28293,26059,723680,22964,18667,18544,22964,0.3857,26,067
"Kalkaska County, Michigan",17585,8943,8642,44.4,16871,170,95,7145,4837,12716,4655,1167,410,46898,545,125,24358,584,7939,2905,17423,0,94,180,816,14542,2080,240,7143,,,,115900,702,5901,1244,1979,28.7,17528,23,123,7207,6748,200420,7145,5361,5273,7145,0.4251,26,079
"Berrien County, Michigan",154133,75425,78708,42.1,121313,22561,2931,63665,40858,107629,25268,11048,9005,50795,4407,2820,30864,4518,76140,24305,150558,97,1186,1266,4771,126247,19551,2126,65043,,,,150700,743,45014,18651,1966,29.0,153075,274,686,70292,64185,1344625,63665,48141,47830,63665,0.4842,26,021
"Ogemaw County, Michigan",20898,10528,10370,50.4,20169,68,136,9184,5867,15670,5245,1583,501,40373,696,135,23787,666,8265,3491,20419,3,221,227,1051,17756,2124,437,8886,,,,98200,701,7476,1708,1977,36.7,20587,61,75,7448,6939,176270,9184,6828,6761,9184,0.4376,26,129
"Wexford County, Michigan",33256,16599,16657,41.6,31836,245,180,12963,8818,23078,7059,2169,1046,47193,852,267,25149,927,14938,4665,32852,5,226,328,1126,26743,3753,470,13437,,,,108300,706,9958,3005,1977,28.8,33062,40,188,13790,12470,280315,12963,9714,9650,12963,0.4537,26,165
"Crawford County, Michigan",13892,7065,6827,50.8,13337,103,129,6141,4043,10469,2894,1149,557,47977,476,57,26294,381,5863,2218,13622,0,64,71,720,11867,1550,162,5850,,,,105000,735,4986,1155,1977,29.1,13708,32,25,5398,4930,115030,6141,5095,5065,6141,0.4154,26,039
"Dickinson County, Michigan",25439,12759,12680,46.7,24356,158,166,11231,7243,18590,5735,2277,1197,51645,772,318,29656,543,11792,2933,24969,0,256,125,937,21363,2962,406,10721,,,,101800,665,8688,2543,1967,28.7,25131,28,94,11021,10280,182980,11231,8728,8625,11231,0.4356,26,043
"Huron County, Michigan",31349,15550,15799,49.2,30404,150,199,13847,8672,23078,8952,2382,912,48289,851,398,27852,676,14559,4030,30894,8,150,231,965,26391,3615,495,13352,,,,103900,609,11199,2648,1969,28.9,30985,59,110,13555,12208,276270,13847,10048,10007,13847,0.4329,26,063
"Ingham County, Michigan",290587,141572,149015,32.0,216025,33930,19624,112840,60830,176299,32754,14927,20040,52872,9312,4998,29380,10231,153797,53303,271705,33,1889,3187,6920,242609,56574,2388,125479,,,,135600,877,65979,46861,1969,30.7,288850,253,841,139467,119359,2767945,112840,93340,92899,112840,0.4731,26,065
"Mason County, Michigan",28954,14333,14621,46.2,27438,261,167,12186,7752,20993,6535,2417,1566,51725,621,414,29549,592,13417,4294,28540,0,134,387,910,24118,3376,446,12267,,,,141400,698,9366,2820,1974,28.0,28669,30,134,12626,11777,215550,12186,9360,9288,12186,0.4634,26,105
"Menominee County, Michigan",23074,11700,11374,48.8,21756,73,94,10627,6341,17185,6685,1861,648,46828,675,170,27942,513,11411,2889,22656,0,146,119,794,19718,2948,334,9782,,,,101600,578,8259,2368,1968,26.7,22772,11,89,10668,9697,216980,10627,7945,7853,10627,0.4387,26,109
"Missaukee County, Michigan",15028,7648,7380,43.5,14463,95,29,6055,4163,10439,3760,1210,368,47194,290,99,23838,432,6754,2111,14837,0,93,138,635,12139,1517,253,5974,,,,118700,736,4851,1204,1977,28.4,14924,56,71,6177,5623,130745,6055,4678,4617,6055,0.3977,26,113
"St. Joseph County, Michigan",60836,30353,30483,39.6,55964,1353,305,24150,16406,40926,12678,4089,1908,52086,1356,522,26248,1306,29462,8884,59829,13,607,489,2007,48419,6933,799,24428,,,,122300,722,18018,6132,1969,26.9,60301,165,249,27394,24979,575130,24150,18883,18695,24150,0.4217,26,149
"Van Buren County, Michigan",75358,37494,37864,41.6,64935,2520,534,29411,20380,51685,13189,5231,3155,54485,1579,924,28049,2095,36850,11060,74460,21,484,664,2268,60778,9144,1008,30722,,,,139400,705,22638,6773,1974,29.4,74775,116,323,34157,31182,777330,29411,22999,22871,29411,0.4391,26,159
"Arenac County, Michigan",15070,7635,7435,50.0,14500,62,55,6571,4151,11390,4222,1278,359,42290,466,116,24328,451,6357,2547,14864,0,128,154,663,12875,1816,296,6364,,,,94400,604,5506,1065,1977,28.8,14935,4,37,5779,5324,156865,6571,4771,4707,6571,0.4168,26,011
"Barry County, Michigan",60540,30464,30076,42.5,58329,415,364,24296,17201,42357,13708,4421,2040,64490,923,1031,31760,1475,30575,4613,59614,31,289,421,1455,49576,6368,672,24701,,,,158400,869,20299,3997,1975,25.8,60161,33,99,28672,26812,766180,24296,19621,19451,24296,0.4094,26,015
"Iron County, Michigan",11152,5543,5609,54.3,10681,61,65,5225,2988,8710,3300,821,468,41599,412,65,25944,253,4655,1420,10851,0,64,132,336,9693,1314,169,4869,,,,77700,513,4220,1005,1960,28.9,10861,4,31,4338,3974,85645,5225,3617,3562,5225,0.4293,26,071
"Benzie County, Michigan",17615,8750,8865,50.2,16863,32,76,6792,4526,13287,3651,1335,1181,57974,282,189,29425,369,8199,1650,17409,4,39,115,484,14977,2012,301,7616,,,,185500,702,6093,699,1981,31.9,17430,33,16,7741,7023,189525,6792,5732,5672,6792,0.4119,26,019
"Schoolcraft County, Michigan",8048,3930,4118,52.1,6958,36,30,3468,2164,6167,2363,587,248,45500,245,50,24647,257,3242,1321,7930,2,74,46,413,6919,839,188,3514,,,,109900,571,2903,565,1979,31.1,7940,17,23,2964,2632,53070,3468,2642,2615,3468,0.4262,26,153
"Wayne County, Michigan",1757299,846179,911120,37.9,933616,680932,58915,682282,413330,1181985,297264,98736,86242,47301,76278,28991,27282,75426,819620,387362,1736055,720,12298,18495,56553,1411900,297056,20481,742108,,,,113000,875,423147,259135,1955,32.6,1744974,1434,5089,728708,656174,17812635,682282,517105,514845,682282,0.4978,26,163
"Grand Traverse County, Michigan",92181,45476,46705,42.8,87402,835,537,37319,24279,66588,13862,6728,6372,63575,1419,2309,35405,2154,48908,8703,90255,52,381,964,2018,76740,11715,982,39274,,,,212500,951,28480,8839,1986,28.8,90808,188,374,46395,41134,910110,37319,32075,31912,37319,0.4480,26,055
"Mackinac County, Michigan",10780,5494,5286,52.8,8023,363,74,5269,3172,8381,2441,758,690,47938,400,103,28966,492,5011,1744,10659,0,46,79,424,9451,1366,186,4637,,,,136600,602,3786,1483,1975,27.1,10663,28,52,4436,3271,86615,5269,3964,3920,5269,0.4377,26,097
"Genesee County, Michigan",407875,196695,211180,40.5,304896,81062,4211,167902,106455,279412,76458,30668,16727,48588,14366,5316,27295,17738,190128,76326,403003,91,3412,4626,14413,331786,57747,4653,174037,,,,111100,767,117587,50315,1968,30.9,405671,475,752,169036,157325,4271735,167902,130228,129623,167902,0.4629,26,049
"Labette County, Kansas",20119,9902,10217,41.0,17858,957,31,8176,5578,13830,3633,1560,550,47643,432,223,24572,326,9844,3619,19672,0,187,337,840,16163,2366,232,8245,,,,76400,633,5683,2493,1962,29.5,19780,41,195,9386,8646,136530,8176,6159,6113,8176,0.4259,20,099
"Sedgwick County, Kansas",513375,253563,259812,35.4,399953,45401,22290,197229,125025,332612,71762,27798,27802,56524,13420,8653,29530,13414,263005,69506,506720,293,3487,4841,11965,402262,68431,5452,205211,,,,140700,824,124155,73074,1975,28.0,507552,1324,3019,248651,231402,4645180,197229,162953,162294,197229,0.4525,20,173
"Republic County, Kansas",4658,2244,2414,50.7,4539,53,11,2218,1344,3414,1073,450,272,47976,183,39,27424,38,2302,492,4538,0,23,11,91,3856,382,82,2015,,,,66000,601,1617,601,1943,23.3,4570,0,27,2246,2005,48140,2218,1585,1558,2218,0.4124,20,157
"Graham County, Kansas",2519,1261,1258,50.4,2274,105,44,1196,728,1899,490,208,70,46375,69,11,27236,22,1251,242,2459,0,11,13,94,2088,185,56,1072,,,,72500,554,984,212,1956,29.2,2490,0,13,1212,1047,16770,1196,933,926,1196,0.4035,20,065
